Mag_AB	SNR	zodi Filt	time
  21.30    5.0  2.0  F129         10
  21.30    5.0  2.0  F158         10
  21.30    5.0  2.0  F184         10
  21.30    5.0  2.0  F146         10
  21.30    5.0  2.0  F213         10
  21.30    5.0  3.0  F062         10
  21.30    5.0  3.0  F087         10
  21.30    5.0  3.0  F106         10
  21.30    5.0  3.0  F129         10
  21.30    5.0  3.0  F158         10
  21.30    5.0  3.0  F184         10
  21.30    5.0  3.0  F146         10
  21.30    5.0  3.0  F213         10
  21.30   10.0  1.4  F062         10
  21.30   10.0  1.4  F087         10
  21.30   10.0  1.4  F106         10
  21.30   10.0  1.4  F129         10
  21.30   10.0  1.4  F158         10
  21.30   10.0  1.4  F184         19
  21.30   10.0  1.4  F146         10
  21.30   10.0  1.4  F213         19
  21.30   10.0  2.0  F062         10
  21.30   10.0  2.0  F087         10
  21.30   10.0  2.0  F106         10
  21.30   10.0  2.0  F129         10
  21.30   10.0  2.0  F158         10
  21.30   10.0  2.0  F184         19
  21.30   10.0  2.0  F146         10
  21.30   10.0  2.0  F213         19
  21.30   10.0  3.0  F062         10
  21.30   10.0  3.0  F087         10
  21.30   10.0  3.0  F106         10
  21.30   10.0  3.0  F129         10
  21.30   10.0  3.0  F158         10
  21.30   10.0  3.0  F184         19
  21.30   10.0  3.0  F146         10
  21.30   10.0  3.0  F213         19
  21.30   15.0  1.4  F062         10
  21.30   15.0  1.4  F087         19
  21.30   15.0  1.4  F106         19
  21.30   15.0  1.4  F129         19
  21.30   15.0  1.4  F158         19
  21.30   15.0  1.4  F184         28
  21.30   15.0  1.4  F146         10
  21.30   15.0  1.4  F213         37
  21.30   15.0  2.0  F062         10
  21.30   15.0  2.0  F087         19
  21.30   15.0  2.0  F106         19
  21.30   15.0  2.0  F129         19
  21.30   15.0  2.0  F158         19
  21.30   15.0  2.0  F184         28
  21.30   15.0  2.0  F146         10
  21.30   15.0  2.0  F213         37
  21.30   15.0  3.0  F062         10
  21.30   15.0  3.0  F087         19
  21.30   15.0  3.0  F106         19
  21.30   15.0  3.0  F129         19
  21.30   15.0  3.0  F158         19
  21.30   15.0  3.0  F184         28
  21.30   15.0  3.0  F146         10
  21.30   15.0  3.0  F213         37
  21.30   20.0  1.4  F062         19
  21.30   20.0  1.4  F087         19
  21.30   20.0  1.4  F106         19
  21.30   20.0  1.4  F129         19
  21.30   20.0  1.4  F158         19
  21.30   20.0  1.4  F184         28
  21.30   20.0  1.4  F146         10
  21.30   20.0  1.4  F213         46
  21.30   20.0  2.0  F062         19
  21.30   20.0  2.0  F087         19
  21.30   20.0  2.0  F106         19
  21.30   20.0  2.0  F129         19
  21.30   20.0  2.0  F158         19
  21.30   20.0  2.0  F184         28
  21.30   20.0  2.0  F146         10
  21.30   20.0  2.0  F213         46
  21.30   20.0  3.0  F062         19
  21.30   20.0  3.0  F087         19
  21.30   20.0  3.0  F106         19
  21.30   20.0  3.0  F129         19
  21.30   20.0  3.0  F158         19
  21.30   20.0  3.0  F184         37
  21.30   20.0  3.0  F146         10
  21.30   20.0  3.0  F213         46
  21.30   50.0  1.4  F062         37
  21.30   50.0  1.4  F087         55
  21.30   50.0  1.4  F106         55
  21.30   50.0  1.4  F129         55
  21.30   50.0  1.4  F158         55
  21.30   50.0  1.4  F184         83
  21.30   50.0  1.4  F146         19
  21.30   50.0  1.4  F213        210
  21.30   50.0  2.0  F062         37
  21.30   50.0  2.0  F087         55
  21.30   50.0  2.0  F106         55
  21.30   50.0  2.0  F129         55
  21.30   50.0  2.0  F158         55
  21.30   50.0  2.0  F184         83
  21.30   50.0  2.0  F146         19
  21.30   50.0  2.0  F213        210
  21.30   50.0  3.0  F062         46
  21.30   50.0  3.0  F087         55
  21.30   50.0  3.0  F106         55
  21.30   50.0  3.0  F129         55
  21.30   50.0  3.0  F158         55
  21.30   50.0  3.0  F184         83
  21.30   50.0  3.0  F146         19
  21.30   50.0  3.0  F213        210
  21.40    5.0  1.4  F062         10
  21.40    5.0  1.4  F087         10
  21.40    5.0  1.4  F106         10
  21.40    5.0  1.4  F129         10
  21.40    5.0  1.4  F158         10
  21.40    5.0  1.4  F184         10
  21.40    5.0  1.4  F146         10
  21.40    5.0  1.4  F213         10
  21.40    5.0  2.0  F062         10
  21.40    5.0  2.0  F087         10
  21.40    5.0  2.0  F106         10
  21.40    5.0  2.0  F129         10
  21.40    5.0  2.0  F158         10
  21.40    5.0  2.0  F184         10
  21.40    5.0  2.0  F146         10
  21.40    5.0  2.0  F213         10
  21.40    5.0  3.0  F062         10
  21.40    5.0  3.0  F087         10
  21.40    5.0  3.0  F106         10
  21.40    5.0  3.0  F129         10
  21.40    5.0  3.0  F158         10
  21.40    5.0  3.0  F184         10
  21.40    5.0  3.0  F146         10
  21.40    5.0  3.0  F213         10
  21.40   10.0  1.4  F062         10
  21.40   10.0  1.4  F087         10
  21.40   10.0  1.4  F106         10
  21.40   10.0  1.4  F129         10
  21.40   10.0  1.4  F158         10
  21.40   10.0  1.4  F184         19
  21.40   10.0  1.4  F146         10
  21.40   10.0  1.4  F213         28
  21.40   10.0  2.0  F062         10
  21.40   10.0  2.0  F087         10
  21.40   10.0  2.0  F106         10
  21.40   10.0  2.0  F129         10
  21.40   10.0  2.0  F158         10
  21.40   10.0  2.0  F184         19
  21.40   10.0  2.0  F146         10
  21.40   10.0  2.0  F213         28
  21.40   10.0  3.0  F062         10
  21.40   10.0  3.0  F087         10
  21.40   10.0  3.0  F106         10
  21.40   10.0  3.0  F129         10
  21.40   10.0  3.0  F158         10
  21.40   10.0  3.0  F184         19
  21.40   10.0  3.0  F146         10
  21.40   10.0  3.0  F213         28
  21.40   15.0  1.4  F062         19
  21.40   15.0  1.4  F087         19
  21.40   15.0  1.4  F106         19
  21.40   15.0  1.4  F129         19
  21.40   15.0  1.4  F158         19
  21.40   15.0  1.4  F184         28
  21.40   15.0  1.4  F146         10
  21.40   15.0  1.4  F213         37
  21.40   15.0  2.0  F062         19
  21.40   15.0  2.0  F087         19
  21.40   15.0  2.0  F106         19
  21.40   15.0  2.0  F129         19
  21.40   15.0  2.0  F158         19
  21.40   15.0  2.0  F184         28
  21.40   15.0  2.0  F146         10
  21.40   15.0  2.0  F213         37
  21.40   15.0  3.0  F062         19
  21.40   15.0  3.0  F087         19
  21.40   15.0  3.0  F106         19
  21.40   15.0  3.0  F129         19
  21.40   15.0  3.0  F158         19
  21.40   15.0  3.0  F184         28
  21.40   15.0  3.0  F146         10
  21.40   15.0  3.0  F213         37
  21.40   20.0  1.4  F062         19
  21.40   20.0  1.4  F087         28
  21.40   20.0  1.4  F106         28
  21.40   20.0  1.4  F129         28
  21.40   20.0  1.4  F158         28
  21.40   20.0  1.4  F184         37
  21.40   20.0  1.4  F146         10
  21.40   20.0  1.4  F213         55
  21.40   20.0  2.0  F062         19
  21.40   20.0  2.0  F087         28
  21.40   20.0  2.0  F106         28
  21.40   20.0  2.0  F129         28
  21.40   20.0  2.0  F158         28
  21.40   20.0  2.0  F184         37
  21.40   20.0  2.0  F146         10
  21.40   20.0  2.0  F213         55
  21.40   20.0  3.0  F062         19
  21.40   20.0  3.0  F087         28
  21.40   20.0  3.0  F106         28
  21.40   20.0  3.0  F129         28
  21.40   20.0  3.0  F158         28
  21.40   20.0  3.0  F184         37
  21.40   20.0  3.0  F146         10
  21.40   20.0  3.0  F213         55
  21.40   50.0  1.4  F062         46
  21.40   50.0  1.4  F087         55
  21.40   50.0  1.4  F106         55
  21.40   50.0  1.4  F129         55
  21.40   50.0  1.4  F158         55
  21.40   50.0  1.4  F184         92
  21.40   50.0  1.4  F146         28
  21.40   50.0  1.4  F213        247
  21.40   50.0  2.0  F062         46
  21.40   50.0  2.0  F087         64
  21.40   50.0  2.0  F106         55
  21.40   50.0  2.0  F129         55
  21.40   50.0  2.0  F158         55
  21.40   50.0  2.0  F184         92
  21.40   50.0  2.0  F146         28
  21.40   50.0  2.0  F213        247
  21.40   50.0  3.0  F062         46
  21.40   50.0  3.0  F087         64
  21.40   50.0  3.0  F106         64
  21.40   50.0  3.0  F129         64
  21.40   50.0  3.0  F158         64
  21.40   50.0  3.0  F184         92
  21.40   50.0  3.0  F146         28
  21.40   50.0  3.0  F213        247
  21.50    5.0  1.4  F062         10
  21.50    5.0  1.4  F087         10
  21.50    5.0  1.4  F106         10
  21.50    5.0  1.4  F129         10
  21.50    5.0  1.4  F158         10
  21.50    5.0  1.4  F184         10
  21.50    5.0  1.4  F146         10
  21.50    5.0  1.4  F213         10
  21.50    5.0  2.0  F062         10
  21.50    5.0  2.0  F087         10
  21.50    5.0  2.0  F106         10
  21.50    5.0  2.0  F129         10
  21.50    5.0  2.0  F158         10
  21.50    5.0  2.0  F184         10
  21.50    5.0  2.0  F146         10
  21.50    5.0  2.0  F213         10
  21.50    5.0  3.0  F062         10
  21.50    5.0  3.0  F087         10
  21.50    5.0  3.0  F106         10
  21.50    5.0  3.0  F129         10
  21.50    5.0  3.0  F158         10
  21.50    5.0  3.0  F184         10
  21.50    5.0  3.0  F146         10
  21.50    5.0  3.0  F213         10
  21.50   10.0  1.4  F062         10
  21.50   10.0  1.4  F087         19
  21.50   10.0  1.4  F106         19
  21.50   10.0  1.4  F129         19
  21.50   10.0  1.4  F158         19
  21.50   10.0  1.4  F184         19
  21.50   10.0  1.4  F146         10
  21.50   10.0  1.4  F213         28
  21.50   10.0  2.0  F062         10
  21.50   10.0  2.0  F087         19
  21.50   10.0  2.0  F106         19
  21.50   10.0  2.0  F129         19
  21.50   10.0  2.0  F158         19
  21.50   10.0  2.0  F184         19
  21.50   10.0  2.0  F146         10
  21.50   10.0  2.0  F213         28
  21.50   10.0  3.0  F062         10
  21.50   10.0  3.0  F087         19
  21.50   10.0  3.0  F106         19
  21.50   10.0  3.0  F129         19
  21.50   10.0  3.0  F158         19
  21.50   10.0  3.0  F184         19
  21.50   10.0  3.0  F146         10
  21.50   10.0  3.0  F213         28
  21.50   15.0  1.4  F062         19
  21.50   15.0  1.4  F087         19
  21.50   15.0  1.4  F106         19
  21.50   15.0  1.4  F129         19
  21.50   15.0  1.4  F158         19
  21.50   15.0  1.4  F184         28
  21.50   15.0  1.4  F146         10
  21.50   15.0  1.4  F213         37
  21.50   15.0  2.0  F062         19
  21.50   15.0  2.0  F087         19
  21.50   15.0  2.0  F106         19
  21.50   15.0  2.0  F129         19
  21.50   15.0  2.0  F158         19
  21.50   15.0  2.0  F184         28
  21.50   15.0  2.0  F146         10
  21.50   15.0  2.0  F213         37
  21.50   15.0  3.0  F062         19
  21.50   15.0  3.0  F087         19
  21.50   15.0  3.0  F106         19
  21.50   15.0  3.0  F129         19
  21.50   15.0  3.0  F158         19
  21.50   15.0  3.0  F184         28
  21.50   15.0  3.0  F146         10
  21.50   15.0  3.0  F213         37
  21.50   20.0  1.4  F062         19
  21.50   20.0  1.4  F087         28
  21.50   20.0  1.4  F106         28
  21.50   20.0  1.4  F129         28
  21.50   20.0  1.4  F158         28
  21.50   20.0  1.4  F184         37
  21.50   20.0  1.4  F146         10
  21.50   20.0  1.4  F213         55
  21.50   20.0  2.0  F062         19
  21.50   20.0  2.0  F087         28
  21.50   20.0  2.0  F106         28
  21.50   20.0  2.0  F129         28
  21.50   20.0  2.0  F158         28
  21.50   20.0  2.0  F184         37
  21.50   20.0  2.0  F146         10
  21.50   20.0  2.0  F213         55
  21.50   20.0  3.0  F062         19
  21.50   20.0  3.0  F087         28
  21.50   20.0  3.0  F106         28
  21.50   20.0  3.0  F129         28
  21.50   20.0  3.0  F158         28
  21.50   20.0  3.0  F184         37
  21.50   20.0  3.0  F146         10
  21.50   20.0  3.0  F213         55
  21.50   50.0  1.4  F062         46
  21.50   50.0  1.4  F087         64
  21.50   50.0  1.4  F106         64
  21.50   50.0  1.4  F129         64
  21.50   50.0  1.4  F158         64
  21.50   50.0  1.4  F184        101
  21.50   50.0  1.4  F146         28
  21.50   50.0  1.4  F213        283
  21.50   50.0  2.0  F062         46
  21.50   50.0  2.0  F087         64
  21.50   50.0  2.0  F106         64
  21.50   50.0  2.0  F129         64
  21.50   50.0  2.0  F158         64
  21.50   50.0  2.0  F184        101
  21.50   50.0  2.0  F146         28
  21.50   50.0  2.0  F213        292
  21.50   50.0  3.0  F062         46
  21.50   50.0  3.0  F087         64
  21.50   50.0  3.0  F106         64
  21.50   50.0  3.0  F129         64
  21.50   50.0  3.0  F158         64
  21.50   50.0  3.0  F184        101
  21.50   50.0  3.0  F146         28
  21.50   50.0  3.0  F213        292
  21.60    5.0  1.4  F062         10
  21.60    5.0  1.4  F087         10
  21.60    5.0  1.4  F106         10
  21.60    5.0  1.4  F129         10
  21.60    5.0  1.4  F158         10
  21.60    5.0  1.4  F184         10
  21.60    5.0  1.4  F146         10
  21.60    5.0  1.4  F213         19
  21.60    5.0  2.0  F062         10
  21.60    5.0  2.0  F087         10
  21.60    5.0  2.0  F106         10
  21.60    5.0  2.0  F129         10
  21.60    5.0  2.0  F158         10
  21.60    5.0  2.0  F184         10
  21.60    5.0  2.0  F146         10
  21.60    5.0  2.0  F213         19
  21.60    5.0  3.0  F062         10
  21.60    5.0  3.0  F087         10
  21.60    5.0  3.0  F106         10
  21.60    5.0  3.0  F129         10
  21.60    5.0  3.0  F158         10
  21.60    5.0  3.0  F184         10
  21.60    5.0  3.0  F146         10
  21.60    5.0  3.0  F213         19
  21.60   10.0  1.4  F062         10
  21.60   10.0  1.4  F087         19
  21.60   10.0  1.4  F106         19
  21.60   10.0  1.4  F129         19
  21.60   10.0  1.4  F158         19
  21.60   10.0  1.4  F184         19
  21.60   10.0  1.4  F146         10
  21.60   10.0  1.4  F213         28
  21.60   10.0  2.0  F062         10
  21.60   10.0  2.0  F087         19
  21.60   10.0  2.0  F106         19
  21.60   10.0  2.0  F129         19
  21.60   10.0  2.0  F158         19
  21.60   10.0  2.0  F184         19
  21.60   10.0  2.0  F146         10
  21.60   10.0  2.0  F213         28
  21.60   10.0  3.0  F062         10
  21.60   10.0  3.0  F087         19
  21.60   10.0  3.0  F106         19
  21.60   10.0  3.0  F129         19
  21.60   10.0  3.0  F158         19
  21.60   10.0  3.0  F184         19
  21.60   10.0  3.0  F146         10
  21.60   10.0  3.0  F213         28
  21.60   15.0  1.4  F062         19
  21.60   15.0  1.4  F087         19
  21.60   15.0  1.4  F106         19
  21.60   15.0  1.4  F129         19
  21.60   15.0  1.4  F158         19
  21.60   15.0  1.4  F184         28
  21.60   15.0  1.4  F146         10
  21.60   15.0  1.4  F213         46
  21.60   15.0  2.0  F062         19
  21.60   15.0  2.0  F087         19
  21.60   15.0  2.0  F106         19
  21.60   15.0  2.0  F129         19
  21.60   15.0  2.0  F158         19
  21.60   15.0  2.0  F184         28
  21.60   15.0  2.0  F146         10
  21.60   15.0  2.0  F213         46
  21.60   15.0  3.0  F062         19
  21.60   15.0  3.0  F087         19
  21.60   15.0  3.0  F106         19
  21.60   15.0  3.0  F129         19
  21.60   15.0  3.0  F158         19
  21.60   15.0  3.0  F184         28
  21.60   15.0  3.0  F146         10
  21.60   15.0  3.0  F213         46
  21.60   20.0  1.4  F062         19
  21.60   20.0  1.4  F087         28
  21.60   20.0  1.4  F106         28
  21.60   20.0  1.4  F129         28
  21.60   20.0  1.4  F158         28
  21.60   20.0  1.4  F184         37
  21.60   20.0  1.4  F146         10
  21.60   20.0  1.4  F213         64
  21.60   20.0  2.0  F062         19
  21.60   20.0  2.0  F087         28
  21.60   20.0  2.0  F106         28
  21.60   20.0  2.0  F129         28
  21.60   20.0  2.0  F158         28
  21.60   20.0  2.0  F184         37
  21.60   20.0  2.0  F146         10
  21.60   20.0  2.0  F213         64
  21.60   20.0  3.0  F062         19
  21.60   20.0  3.0  F087         28
  21.60   20.0  3.0  F106         28
  21.60   20.0  3.0  F129         28
  21.60   20.0  3.0  F158         28
  21.60   20.0  3.0  F184         37
  21.60   20.0  3.0  F146         10
  21.60   20.0  3.0  F213         64
  21.60   50.0  1.4  F062         55
  21.60   50.0  1.4  F087         73
  21.60   50.0  1.4  F106         64
  21.60   50.0  1.4  F129         73
  21.60   50.0  1.4  F158         73
  21.60   50.0  1.4  F184        110
  21.60   50.0  1.4  F146         28
  21.60   50.0  1.4  F213        338
  21.60   50.0  2.0  F062         55
  21.60   50.0  2.0  F087         73
  21.60   50.0  2.0  F106         73
  21.60   50.0  2.0  F129         73
  21.60   50.0  2.0  F158         73
  21.60   50.0  2.0  F184        110
  21.60   50.0  2.0  F146         28
  21.60   50.0  2.0  F213        338
  21.60   50.0  3.0  F062         55
  21.60   50.0  3.0  F087         73
  21.60   50.0  3.0  F106         73
  21.60   50.0  3.0  F129         73
  21.60   50.0  3.0  F158         73
  21.60   50.0  3.0  F184        110
  21.60   50.0  3.0  F146         28
  21.60   50.0  3.0  F213        347
  21.70    5.0  1.4  F062         10
  21.70    5.0  1.4  F087         10
  21.70    5.0  1.4  F106         10
  21.70    5.0  1.4  F129         10
  21.70    5.0  1.4  F158         10
  21.70    5.0  1.4  F184         19
  21.70    5.0  1.4  F146         10
  21.70    5.0  1.4  F213         19
  21.70    5.0  2.0  F062         10
  21.70    5.0  2.0  F087         10
  21.70    5.0  2.0  F106         10
  21.70    5.0  2.0  F129         10
  21.70    5.0  2.0  F158         10
  21.70    5.0  2.0  F184         19
  21.70    5.0  2.0  F146         10
  21.70    5.0  2.0  F213         19
  21.70    5.0  3.0  F062         10
  21.70    5.0  3.0  F087         10
  21.70    5.0  3.0  F106         10
  21.70    5.0  3.0  F129         10
  21.70    5.0  3.0  F158         10
  21.70    5.0  3.0  F184         19
  21.70    5.0  3.0  F146         10
  21.70    5.0  3.0  F213         19
  21.70   10.0  1.4  F062         10
  21.70   10.0  1.4  F087         19
  21.70   10.0  1.4  F106         19
  21.70   10.0  1.4  F129         19
  21.70   10.0  1.4  F158         19
  21.70   10.0  1.4  F184         28
  21.70   10.0  1.4  F146         10
  21.70   10.0  1.4  F213         28
  21.70   10.0  2.0  F062         10
  21.70   10.0  2.0  F087         19
  21.70   10.0  2.0  F106         19
  21.70   10.0  2.0  F129         19
  21.70   10.0  2.0  F158         19
  21.70   10.0  2.0  F184         28
  21.70   10.0  2.0  F146         10
  21.70   10.0  2.0  F213         28
  21.70   10.0  3.0  F062         10
  21.70   10.0  3.0  F087         19
  21.70   10.0  3.0  F106         19
  21.70   10.0  3.0  F129         19
  21.70   10.0  3.0  F158         19
  21.70   10.0  3.0  F184         28
  21.70   10.0  3.0  F146         10
  21.70   10.0  3.0  F213         28
  21.70   15.0  1.4  F062         19
  21.70   15.0  1.4  F087         28
  21.70   15.0  1.4  F106         19
  21.70   15.0  1.4  F129         19
  21.70   15.0  1.4  F158         28
  21.70   15.0  1.4  F184         37
  21.70   15.0  1.4  F146         10
  21.70   15.0  1.4  F213         46
  21.70   15.0  2.0  F062         19
  21.70   15.0  2.0  F087         28
  21.70   15.0  2.0  F106         19
  21.70   15.0  2.0  F129         28
  21.70   15.0  2.0  F158         28
  21.70   15.0  2.0  F184         37
  21.70   15.0  2.0  F146         10
  21.70   15.0  2.0  F213         46
  21.70   15.0  3.0  F062         19
  21.70   15.0  3.0  F087         28
  21.70   15.0  3.0  F106         19
  21.70   15.0  3.0  F129         28
  21.70   15.0  3.0  F158         28
  21.70   15.0  3.0  F184         37
  21.70   15.0  3.0  F146         10
  21.70   15.0  3.0  F213         46
  21.70   20.0  1.4  F062         19
  21.70   20.0  1.4  F087         28
  21.70   20.0  1.4  F106         28
  21.70   20.0  1.4  F129         28
  21.70   20.0  1.4  F158         28
  21.70   20.0  1.4  F184         46
  21.70   20.0  1.4  F146         10
  21.70   20.0  1.4  F213         73
  21.70   20.0  2.0  F062         19
  21.70   20.0  2.0  F087         28
  21.70   20.0  2.0  F106         28
  21.70   20.0  2.0  F129         28
  21.70   20.0  2.0  F158         28
  21.70   20.0  2.0  F184         46
  21.70   20.0  2.0  F146         10
  21.70   20.0  2.0  F213         73
  21.70   20.0  3.0  F062         19
  21.70   20.0  3.0  F087         28
  21.70   20.0  3.0  F106         28
  21.70   20.0  3.0  F129         28
  21.70   20.0  3.0  F158         28
  21.70   20.0  3.0  F184         46
  21.70   20.0  3.0  F146         10
  21.70   20.0  3.0  F213         73
  21.70   50.0  1.4  F062         55
  21.70   50.0  1.4  F087         73
  21.70   50.0  1.4  F106         73
  21.70   50.0  1.4  F129         73
  21.70   50.0  1.4  F158         73
  21.70   50.0  1.4  F184        119
  21.70   50.0  1.4  F146         28
  21.70   50.0  1.4  F213        402
  21.70   50.0  2.0  F062         55
  21.70   50.0  2.0  F087         83
  21.70   50.0  2.0  F106         73
  21.70   50.0  2.0  F129         73
  21.70   50.0  2.0  F158         73
  21.70   50.0  2.0  F184        119
  21.70   50.0  2.0  F146         28
  21.70   50.0  2.0  F213        402
  21.70   50.0  3.0  F062         55
  21.70   50.0  3.0  F087         83
  21.70   50.0  3.0  F106         83
  21.70   50.0  3.0  F129         83
  21.70   50.0  3.0  F158         83
  21.70   50.0  3.0  F184        128
  21.70   50.0  3.0  F146         37
  21.70   50.0  3.0  F213        411
  21.80    5.0  1.4  F062         10
  21.80    5.0  1.4  F087         10
  21.80    5.0  1.4  F106         10
  21.80    5.0  1.4  F129         10
  21.80    5.0  1.4  F158         10
  21.80    5.0  1.4  F184         19
  21.80    5.0  1.4  F146         10
  21.80    5.0  1.4  F213         19
  21.80    5.0  2.0  F062         10
  21.80    5.0  2.0  F087         10
  21.80    5.0  2.0  F106         10
  21.80    5.0  2.0  F129         10
  21.80    5.0  2.0  F158         10
  21.80    5.0  2.0  F184         19
  21.80    5.0  2.0  F146         10
  21.80    5.0  2.0  F213         19
  21.80    5.0  3.0  F062         10
  21.80    5.0  3.0  F087         10
  21.80    5.0  3.0  F106         10
  21.80    5.0  3.0  F129         10
  21.80    5.0  3.0  F158         10
  21.80    5.0  3.0  F184         19
  21.80    5.0  3.0  F146         10
  21.80    5.0  3.0  F213         19
  21.80   10.0  1.4  F062         10
  21.80   10.0  1.4  F087         19
  21.80   10.0  1.4  F106         19
  21.80   10.0  1.4  F129         19
  21.80   10.0  1.4  F158         19
  21.80   10.0  1.4  F184         28
  21.80   10.0  1.4  F146         10
  21.80   10.0  1.4  F213         37
  21.80   10.0  2.0  F062         10
  21.80   10.0  2.0  F087         19
  21.80   10.0  2.0  F106         19
  21.80   10.0  2.0  F129         19
  21.80   10.0  2.0  F158         19
  21.80   10.0  2.0  F184         28
  21.80   10.0  2.0  F146         10
  21.80   10.0  2.0  F213         37
  21.80   10.0  3.0  F062         19
  21.80   10.0  3.0  F087         19
  21.80   10.0  3.0  F106         19
  21.80   10.0  3.0  F129         19
  21.80   10.0  3.0  F158         19
  21.80   10.0  3.0  F184         28
  21.80   10.0  3.0  F146         10
  21.80   10.0  3.0  F213         37
  21.80   15.0  1.4  F062         19
  21.80   15.0  1.4  F087         28
  21.80   15.0  1.4  F106         28
  21.80   15.0  1.4  F129         28
  21.80   15.0  1.4  F158         28
  21.80   15.0  1.4  F184         37
  21.80   15.0  1.4  F146         10
  21.80   15.0  1.4  F213         55
  21.80   15.0  2.0  F062         19
  21.80   15.0  2.0  F087         28
  21.80   15.0  2.0  F106         28
  21.80   15.0  2.0  F129         28
  21.80   15.0  2.0  F158         28
  21.80   15.0  2.0  F184         37
  21.80   15.0  2.0  F146         10
  21.80   15.0  2.0  F213         55
  21.80   15.0  3.0  F062         19
  21.80   15.0  3.0  F087         28
  21.80   15.0  3.0  F106         28
  21.80   15.0  3.0  F129         28
  21.80   15.0  3.0  F158         28
  21.80   15.0  3.0  F184         37
  21.80   15.0  3.0  F146         10
  21.80   15.0  3.0  F213         55
  21.80   20.0  1.4  F062         28
  21.80   20.0  1.4  F087         28
  21.80   20.0  1.4  F106         28
  21.80   20.0  1.4  F129         28
  21.80   20.0  1.4  F158         28
  21.80   20.0  1.4  F184         46
  21.80   20.0  1.4  F146         10
  21.80   20.0  1.4  F213         83
  21.80   20.0  2.0  F062         28
  21.80   20.0  2.0  F087         28
  21.80   20.0  2.0  F106         28
  21.80   20.0  2.0  F129         28
  21.80   20.0  2.0  F158         37
  21.80   20.0  2.0  F184         46
  21.80   20.0  2.0  F146         10
  21.80   20.0  2.0  F213         83
  21.80   20.0  3.0  F062         28
  21.80   20.0  3.0  F087         37
  21.80   20.0  3.0  F106         28
  21.80   20.0  3.0  F129         37
  21.80   20.0  3.0  F158         37
  21.80   20.0  3.0  F184         46
  21.80   20.0  3.0  F146         19
  21.80   20.0  3.0  F213         92
  21.80   50.0  1.4  F062         64
  21.80   50.0  1.4  F087         83
  21.80   50.0  1.4  F106         83
  21.80   50.0  1.4  F129         83
  21.80   50.0  1.4  F158         83
  21.80   50.0  1.4  F184        128
  21.80   50.0  1.4  F146         37
  21.80   50.0  1.4  F213        475
  21.80   50.0  2.0  F062         64
  21.80   50.0  2.0  F087         83
  21.80   50.0  2.0  F106         83
  21.80   50.0  2.0  F129         83
  21.80   50.0  2.0  F158         83
  21.80   50.0  2.0  F184        128
  21.80   50.0  2.0  F146         37
  21.80   50.0  2.0  F213        475
  21.80   50.0  3.0  F062         64
  21.80   50.0  3.0  F087         92
  21.80   50.0  3.0  F106         92
  21.80   50.0  3.0  F129         92
  21.80   50.0  3.0  F158         92
  21.80   50.0  3.0  F184        137
  21.80   50.0  3.0  F146         37
  21.80   50.0  3.0  F213        493
  21.90    5.0  1.4  F062         10
  21.90    5.0  1.4  F087         10
  21.90    5.0  1.4  F106         10
  21.90    5.0  1.4  F129         10
  21.90    5.0  1.4  F158         10
  21.90    5.0  1.4  F184         19
  21.90    5.0  1.4  F146         10
  21.90    5.0  1.4  F213         19
  21.90    5.0  2.0  F062         10
  21.90    5.0  2.0  F087         10
  21.90    5.0  2.0  F106         10
  21.90    5.0  2.0  F129         10
  21.90    5.0  2.0  F158         10
  21.90    5.0  2.0  F184         19
  21.90    5.0  2.0  F146         10
  21.90    5.0  2.0  F213         19
  21.90    5.0  3.0  F062         10
  21.90    5.0  3.0  F087         10
  21.90    5.0  3.0  F106         10
  21.90    5.0  3.0  F129         10
  21.90    5.0  3.0  F158         10
  21.90    5.0  3.0  F184         19
  21.90    5.0  3.0  F146         10
  21.90    5.0  3.0  F213         19
  21.90   10.0  1.4  F062         19
  21.90   10.0  1.4  F087         19
  21.90   10.0  1.4  F106         19
  21.90   10.0  1.4  F129         19
  21.90   10.0  1.4  F158         19
  21.90   10.0  1.4  F184         28
  21.90   10.0  1.4  F146         10
  21.90   10.0  1.4  F213         37
  21.90   10.0  2.0  F062         19
  21.90   10.0  2.0  F087         19
  21.90   10.0  2.0  F106         19
  21.90   10.0  2.0  F129         19
  21.90   10.0  2.0  F158         19
  21.90   10.0  2.0  F184         28
  21.90   10.0  2.0  F146         10
  21.90   10.0  2.0  F213         37
  21.90   10.0  3.0  F062         19
  21.90   10.0  3.0  F087         19
  21.90   10.0  3.0  F106         19
  21.90   10.0  3.0  F129         19
  21.90   10.0  3.0  F158         19
  21.90   10.0  3.0  F184         28
  21.90   10.0  3.0  F146         10
  21.90   10.0  3.0  F213         37
  21.90   15.0  1.4  F062         19
  21.90   15.0  1.4  F087         28
  21.90   15.0  1.4  F106         28
  21.90   15.0  1.4  F129         28
  21.90   15.0  1.4  F158         28
  21.90   15.0  1.4  F184         37
  21.90   15.0  1.4  F146         10
  21.90   15.0  1.4  F213         64
  21.90   15.0  2.0  F062         19
  21.90   15.0  2.0  F087         28
  21.90   15.0  2.0  F106         28
  21.90   15.0  2.0  F129         28
  21.90   15.0  2.0  F158         28
  21.90   15.0  2.0  F184         37
  21.90   15.0  2.0  F146         10
  21.90   15.0  2.0  F213         64
  21.90   15.0  3.0  F062         19
  21.90   15.0  3.0  F087         28
  21.90   15.0  3.0  F106         28
